"Disease ID","Entrez ID"
"D0817","1299"
"D0819","3480"
"D0819","3481"
"D0820","2694"
"D0821","51135"
"D0822","2296"
"D0822","5308"
"D0823","2296"
"D0824","7018"
"D0824","2495"
"D0825","2688"
"D0826","3712"
"D0827","2260"
"D0827","2263"
"D0829","1678"
"D0830","3753"
"D0830","3784"
"D0831","4867"
"D0831","54806"
"D0832","546"
"D0833","4089"
"D0835","3816"
"D0836","2260"
"D0836","3730"
"D0837","4668"
"D0838","3569"
"D0839","3514"
"D0840","8701"
"D0840","1767"
"D0840","27019"
"D0841","6905"
"D0842","5080"
"D0843","2706"
"D0844","30813"
"D0845","2706"
"D0847","6303"
"D0847","3848"
"D0847","1828"
"D0847","1832"
"D0848","5019"
"D0849","4256"
"D0850","55612"
"D0851","3827"
"D0853","55109"
"D0854","1280"
"D0855","80781"
"D0856","2581"
"D0857","79944"
"D0858","3945"
"D0859","8050"
"D0862","6473"
"D0863","2690"
"D0865","2317"
"D0868","3909"
"D0869","6309"
"D0870","3030"
"D0871","210"
"D0872","181"
"D0873","23418"
"D0873","1406"
"D0873","57096"
"D0873","6121"
"D0873","23746"
"D0873","3000"
"D0873","145226"
"D0874","93"
"D0874","7044"
"D0875","1837"
"D0876","7100"
"D0877","617"
"D0877","2654"
"D0877","4722"
"D0877","4724"
"D0877","374291"
"D0877","4728"
"D0877","4723"
"D0877","6389"
"D0877","6834"
"D0877","1355"
"D0877","10128"
"D0877","5160"
"D0878","2271"
"D0878","1288"
"D0880","5781"
"D0881","3643"
"D0882","5071"
"D0883","6473"
"D0884","3251"
"D0886","6886"
"D0886","6887"
"D0886","2322"
"D0886","4683"
"D0886","10320"
"D0886","3233"
"D0886","613"
"D0886","405"
"D0886","3845"
"D0886","8833"
"D0886","8028"
"D0886","23365"
"D0886","8301"
"D0886","1050"
"D0886","26511"
"D0886","3815"
"D0886","4026"
"D0886","4869"
"D0886","8021"
"D0886","861"
"D0886","54904"
"D0886","10962"
"D0886","4926"
"D0886","7704"
"D0886","5371"
"D0886","6777"
"D0886","115761"
"D0886","5027"
"D0886","23092"
"D0886","4763"
"D0886","5781"
"D0886","596"
"D0886","595"
"D0886","6955"
"D0886","2623"
"D0886","25"
"D0886","1728"
"D0889","3689"
"D0891","1967"
"D0891","8892"
"D0891","8891"
"D0891","8893"
"D0891","8890"
"D0894","3973"
"D0895","5728"
"D0896","6338"
"D0896","6340"
"D0897","1029"
"D0898","7157"
"D0898","11200"
"D0899","3981"
"D0901","8626"
"D0902","10555"
"D0902","26580"
"D0902","4000"
"D0902","5468"
"D0902","10891"
"D0903","6770"
"D0903","1583"
"D0904","8091"
"D0904","4026"
"D0904","4221"
"D0906","4023"
"D0908","5048"
"D0908","5649"
"D0908","1641"
"D0908","170302"
"D0909","999"
"D0910","7046"
"D0910","7048"
"D0911","1071"
"D0911","11216"
"D0912","3784"
"D0912","3757"
"D0912","6331"
"D0912","287"
"D0912","3753"
"D0912","9992"
"D0912","3759"
"D0913","1639"
"D0914","4952"
"D0915","1585"
"D0916","4018"
"D0917","8483"
"D0918","3845"
"D0918","5519"
"D0918","5002"
"D0918","1326"
"D0919","2212"
"D0920","7248"
"D0920","7249"
"D0921","2303"
"D0921","2324"
"D0925","5910"
"D0925","472"
"D0925","606"
"D0925","8915"
"D0925","25788"
"D0925","8438"
"D0925","2213"
"D0925","8379"
"D0925","4436"
"D0925","4068"
"D0930","4436"
"D0931","9056"
"D0933","4287"
"D0935","3659"
"D0936","2623"
"D0937","3075"
"D0937","83872"
"D0937","10516"
"D0937","54714"
"D0937","6103"
"D0938","7439"
"D0939","2289"
"D0940","948"
"D0940","3383"
"D0940","7124"
"D0940","2995"
"D0940","4843"
"D0942","6261"
"D0942","779"
"D0943","23417"
"D0944","10892"
"D0945","10269"
"D0947","4125"
"D0947","4126"
"D0948","593"
"D0948","594"
"D0948","1629"
"D0948","2654"
"D0950","2200"
"D0950","1278"
"D0952","411"
"D0953","1301"
"D0955","3897"
"D0956","10747"
"D0957","2200"
"D0958","3815"
"D0959","3815"
"D0960","51324"
"D0961","4627"
"D0962","5837"
"D0963","2778"
"D0964","8195"
"D0965","7504"
"D0969","7369"
"D0970","8643"
"D0970","51684"
"D0971","3859"
"D0971","3850"
"D0973","57591"
"D0974","23209"
"D0975","8029"
"D0975","81693"
"D0978","1019"
"D0978","1029"
"D0978","7517"
"D0978","6794"
"D0978","673"
"D0979","57152"
"D0981","2316"
"D0982","23592"
"D0984","627"
"D0985","1690"
"D0986","4330"
"D0986","5728"
"D0986","4771"
"D0986","5155"
"D0987","4153"
"D0988","538"
"D0990","8492"
"D0990","51185"
"D0990","57502"
"D0990","4204"
"D0990","5063"
"D0990","11141"
"D0990","170302"
"D0990","6535"
"D0990","24140"
"D0990","347344"
"D0990","7102"
"D0990","4983"
"D0990","2334"
"D0990","8242"
"D0990","2664"
"D0990","2182"
"D0990","6197"
"D0990","9459"
"D0990","186"
"D0990","2245"
"D0990","7592"
"D0990","1741"
"D0990","6611"
"D0990","6658"
"D0991","1557"
"D0992","6392"
"D0993","7490"
"D0995","8915"
"D0996","410"
"D0996","5660"
"D0997","5745"
"D0997","1300"
"D0997","6023"
"D0999","1528"
"D0999","3039"
"D0999","3043"
"D0999","1727"
"D1001","4143"
"D1002","4548"
"D1003","4329"
"D1004","4594"
"D1004","166785"
"D1004","326625"
"D1005","4598"
"D1006","8625"
"D1007","60386"
"D1007","79648"
"D1007","55755"
"D1007","259266"
"D1007","55835"
"D1009","3913"
"D1011","3973"
"D1012","338917"
"D1012","4990"
"D1012","54880"
"D1013","477"
"D1013","1909"
"D1013","2099"
"D1013","7124"
"D1014","7531"
"D1016","4719"
"D1016","4720"
"D1016","4724"
"D1016","4723"
"D1016","617"
"D1016","7381"
"D1016","6389"
"D1018","8291"
"D1020","6928"
"D1020","3630"
"D1020","3172"
"D1020","2645"
"D1020","6927"
"D1020","3651"
"D1022","1678"
"D1023","4337"
"D1023","4338"
"D1023","10243"
"D1024","3887"
"D1024","3892"
"D1026","5080"
"D1028","9839"
"D1029","493818"
"D1030","114548"
"D1031","84441"
"D1031","23373"
"D1032","79158"
"D1032","84572"
"D1032","57192"
"D1033","3425"
"D1033","3423"
"D1033","2588"
"D1033","2720"
"D1033","2799"
"D1033","3373"
"D1033","2990"
"D1034","2261"
"D1035","4292"
"D1035","4436"
"D1036","4591"
"D1037","4221"
"D1037","5979"
"D1038","55624"
"D1039","5255"
"D1039","2660"
"D1040","79147"
"D1040","3908"
"D1040","9215"
"D1040","2218"
"D1040","9499"
"D1040","825"
"D1040","8291"
"D1040","6445"
"D1040","6442"
"D1040","6443"
"D1040","6444"
"D1040","8557"
"D1040","22954"
"D1040","7273"
"D1040","10585"
"D1040","859"
"D1040","57190"
"D1040","5339"
"D1041","8144"
"D1042","6329"
"D1042","1140"
"D1042","1145"
"D1042","5913"
"D1042","1103"
"D1042","1134"
"D1042","1144"
"D1043","3594"
"D1043","3459"
"D1043","3460"
"D1043","6772"
"D1043","6556"
"D1045","4197"
"D1045","23305"
"D1045","3659"
"D1046","3717"
"D1047","23305"
"D1047","3659"
"D1047","865"
"D1047","1436"
"D1049","7852"
"D1050","5159"
"D1051","4353"
"D1052","5159"
"D1053","270"
"D1054","2155"
"D1054","348"
"D1054","1636"
"D1054","241"
"D1054","3957"
"D1054","4049"
"D1054","4973"
"D1054","7056"
"D1054","2730"
"D1054","7292"
"D1055","114327"
"D1055","2566"
"D1055","170302"
"D1056","5230"
"D1057","3785"
"D1058","1890"
"D1059","58"
"D1059","1410"
"D1059","4618"
"D1059","3679"
"D1059","1674"
"D1059","8291"
"D1059","859"
"D1059","1376"
"D1059","5224"
"D1059","4625"
"D1061","9499"
"D1062","6329"
"D1062","1180"
"D1063","1760"
"D1063","7555"
"D1064","4534"
"D1065","1649"
"D1066","5573"
"D1067","162417"
"D1070","4010"
"D1071","4810"
"D1073","3060"
"D1074","7157"
"D1075","54209"
"D1075","7305"
"D1077","3728"
"D1078","7169"
"D1078","7170"
"D1078","4703"
"D1078","7138"
"D1080","554"
"D1081","1184"
"D1081","22891"
"D1082","27130"
"D1082","261734"
"D1082","27031"
"D1082","4867"
"D1084","3075"
"D1085","977"
"D1087","4868"
"D1087","7827"
"D1088","11005"
"D1090","4522"
"D1091","4830"
"D1091","8929"
"D1092","80025"
"D1093","5395"
"D1095","4763"
"D1096","4763"
"D1097","4763"
"D1097","4771"
"D1097","4436"
"D1098","4601"
"D1099","1959"
"D1099","4359"
"D1099","3315"
"D1099","26353"
"D1099","10558"
"D1099","4803"
"D1099","378465"
"D1099","5376"
"D1101","2214"
"D1101","1991"
"D1101","2672"
"D1101","7454"
"D1102","5880"
"D1103","5351"
"D1104","3858"
"D1105","6017"
"D1106","1548"
"D1106","1137"
"D1106","9568"
"D1107","6609"
"D1107","4864"
"D1107","10577"
"D1110","2779"
"D1110","60506"
"D1110","5158"
"D1110","778"
"D1110","6010"
"D1111","4683"
"D1112","10020"
"D1113","6901"
"D1114","843"
"D1115","3659"
"D1115","1956"
"D1115","673"
"D1116","5781"
"D1117","4693"
"D1118","3931"
"D1119","2524"
"D1122","4860"
"D1126","5443"
"D1126","4160"
"D1126","1646"
"D1126","4915"
"D1126","181"
"D1126","8431"
"D1126","3952"
"D1126","3953"
"D1126","5468"
"D1126","6492"
"D1126","7352"
"D1126","4159"
"D1126","11254"
"D1126","154"
"D1126","155"
"D1126","9607"
"D1126","5167"
"D1126","51738"
"D1126","7350"
"D1126","7351"
"D1126","5122"
"D1128","6532"
"D1128","627"
"D1128","3356"
"D1129","538"
"D1130","4935"
"D1130","4157"
"D1130","51151"
"D1132","2697"
"D1133","54880"
"D1135","8106"
"D1136","249"
"D1137","6295"
"D1137","6011"
"D1138","5728"
"D1139","5083"
"D1140","8313"
"D1141","64421"
"D1141","5896"
"D1141","5897"
"D1142","4281"
"D1143","1557"
"D1144","4976"
"D1144","80207"
"D1145","8481"
"D1146","5009"
"D1147","3664"
"D1148","1029"
"D1149","7372"
"D1150","6530"
"D1151","1302"
"D1152","2778"
"D1153","5167"
"D1154","4148"
"D1154","2487"
"D1154","54829"
"D1154","1280"
"D1156","1278"
"D1156","1277"
"D1157","8792"
"D1157","4313"
"D1161","4041"
"D1161","1186"
"D1161","28962"
"D1161","10312"
"D1162","23592"
"D1163","1277"
"D1163","4041"
"D1163","796"
"D1163","6569"
"D1163","1278"
"D1163","799"
"D1164","4041"
"D1165","8572"
"D1166","7157"
"D1166","11200"
"D1168","2316"
"D1170","672"
"D1170","4436"
"D1170","5290"
"D1170","2956"
"D1170","2064"
"D1170","999"
"D1170","22800"
"D1170","1499"
"D1171","8892"
"D1171","8890"
"D1171","8893"
"D1172","3872"
"D1172","3854"
"D1172","3868"
"D1172","3853"
"D1173","4982"
"D1173","8878"
"D1173","8792"
"D1174","4137"
"D1175","2737"
"D1176","3868"
"D1178","7873"
"D1178","675"
"D1178","7157"
"D1178","4089"
"D1178","1029"
"D1178","91"
"D1178","6794"
"D1178","3845"
"D1178","5932"
"D1179","5644"
"D1179","6690"
"D1179","1080"
"D1183","672"
"D1184","1075"
"D1186","6390"
"D1186","6392"
"D1186","6391"
"D1188","6329"
"D1189","4221"
"D1189","79577"
"D1190","4488"
"D1190","60529"
"D1191","5921"
"D1192","4929"
"D1192","9627"
"D1192","6908"
"D1192","6622"
"D1192","11315"
"D1192","120892"
"D1192","65018"
"D1192","7345"
"D1192","5071"
"D1192","1621"
"D1192","4729"
"D1195","25953"
"D1196","170302"
"D1198","6663"
"D1199","3930"
"D1200","5354"
"D1201","57165"
"D1204","5172"
"D1205","367"
"D1206","7132"
"D1207","1075"
"D1209","10564"
"D1210","5190"
"D1210","5193"
"D1212","268"
"D1212","269"
"D1213","5080"
"D1213","1545"
"D1214","6794"
"D1215","2260"
"D1215","2263"
"D1216","5053"
"D1216","5860"
"D1216","5805"
"D1217","5726"
"D1218","6392"
"D1218","7428"
"D1218","6390"
"D1220","26227"
"D1221","5631"
"D1222","5257"
"D1223","5723"
"D1225","5663"
"D1226","3815"
"D1227","51151"
"D1229","23418"
"D1230","1499"
"D1232","2771"
"D1232","2778"
"D1232","7067"
"D1233","4846"
"D1234","5345"
"D1235","5340"
"D1237","7941"
"D1237","64805"
"D1237","861"
"D1237","948"
"D1238","6440"
"D1239","201163"
"D1241","5314"
"D1241","5310"
"D1241","5311"
"D1241","8132"
"D1242","7428"
"D1242","3717"
"D1243","2737"
"D1244","9289"
"D1245","657"
"D1245","4089"
"D1246","3664"
"D1247","1282"
"D1249","210"
"D1249","3145"
"D1249","7390"
"D1249","7389"
"D1249","3077"
"D1249","5498"
"D1253","4204"
"D1254","4692"
"D1254","6638"
"D1256","3973"
"D1257","219736"
"D1257","2052"
"D1257","183"
"D1259","3818"
"D1260","1730"
"D1260","668"
"D1261","57679"
"D1263","5621"
"D1265","56652"
"D1265","5428"
"D1265","291"
"D1266","1557"
"D1267","4221"
"D1268","5184"
"D1270","5199"
"D1271","5095"
"D1271","5096"
"D1272","6041"
"D1272","675"
"D1272","5728"
"D1272","367"
"D1272","11200"
"D1272","4481"
"D1272","2048"
"D1272","1316"
"D1272","8379"
"D1272","463"
"D1272","60528"
"D1272","4601"
"D1273","5627"
"D1274","1184"
"D1276","2235"
"D1277","170302"
"D1278","1311"
"D1279","3293"
"D1279","3973"
"D1281","6337"
"D1281","6338"
"D1281","6340"
"D1281","4306"
"D1281","65266"
"D1281","65125"
"D1282","2778"
"D1283","6716"
"D1284","1594"
"D1285","368"
"D1288","63869"
"D1288","64127"
"D1291","1439"
"D1291","6440"
"D1291","6439"
"D1291","6435"
"D1293","1513"
"D1294","4842"
"D1295","9051"
"D1296","6708"
"D1297","5091"
"D1297","5160"
"D1297","5162"
"D1298","3643"
"D1301","3207"
"D1303","9401"
"D1304","1524"
"D1305","8626"
"D1306","4157"
"D1307","5191"
"D1307","5264"
"D1307","5189"
"D1307","55670"
"D1307","5828"
"D1308","201163"
"D1308","11236"
"D1308","4968"
"D1308","5546"
"D1308","7030"
"D1308","4233"
"D1308","7428"
"D1309","10084"
"D1311","4988"
"D1312","153"
"D1314","10269"
"D1315","4901"
"D1315","8842"
"D1315","114902"
"D1315","9227"
"D1316","3614"
"D1316","26121"
"D1316","6101"
"D1316","23418"
"D1316","10594"
"D1316","7287"
"D1316","762"
"D1316","9129"
"D1316","24"
"D1316","6121"
"D1316","6102"
"D1316","375298"
"D1316","4901"
"D1316","25794"
"D1316","6103"
"D1316","6010"
"D1316","5961"
"D1316","6100"
"D1316","6017"
"D1316","7399"
"D1316","5995"
"D1316","1258"
"D1316","1259"
"D1316","5145"
"D1316","5158"
"D1316","6094"
"D1316","23746"
"D1316","10002"
"D1316","1406"
"D1316","10461"
"D1317","5925"
"D1318","5950"
"D1320","6247"
"D1321","4204"
"D1321","6792"
"D1322","6598"
"D1323","5002"
"D1323","2308"
"D1323","5077"
"D1323","5081"
"D1324","3586"
"D1324","4261"
"D1324","4795"
"D1324","23569"
"D1324","26191"
"D1324","861"
"D1324","6583"
"D1324","4282"
"D1325","5191"
"D1325","8540"
"D1326","6005"
"D1327","6007"
"D1327","6006"
"D1329","22934"
"D1330","120227"
"D1330","7421"
"D1331","2296"
"D1331","5308"
"D1332","5308"
"D1333","859"
"D1334","157570"
"D1335","4920"
"D1337","54361"
"D1338","9401"
"D1339","4359"
"D1339","5376"
"D1341","1387"
"D1341","2033"
"D1344","2263"
"D1344","7291"
"D1345","8091"
"D1346","26503"
"D1347","3074"
"D1348","6448"
"D1348","4669"
"D1349","64127"
"D1349","56244"
"D1349","3123"
"D1350","6756"
"D1350","6757"
"D1352","1636"
"D1354","50485"
"D1355","4668"
"D1357","2018"
"D1359","27185"
"D1359","319100"
"D1359","351"
"D1359","1312"
"D1359","3356"
"D1359","65078"
"D1359","6854"
"D1359","9685"
"D1359","5625"
"D1360","4771"
"D1361","3339"
"D1362","3718"
"D1363","50964"
"D1365","2989"
"D1366","348"
"D1367","3356"
"D1368","4627"
"D1369","545"
"D1370","7054"
"D1371","6325"
"D1372","7535"
"D1373","7051"
"D1374","9060"
"D1375","4867"
"D1375","261734"
"D1375","9657"
"D1376","5428"
"D1377","6697"
"D1378","120329"
"D1378","7124"
"D1380","8820"
"D1381","83844"
"D1383","64421"
"D1383","5896"
"D1383","5897"
"D1383","100"
"D1383","5788"
"D1383","3575"
"D1383","915"
"D1383","3561"
"D1384","2516"
"D1385","8915"
"D1386","1908"
"D1387","2690"
"D1387","6473"
"D1387","89884"
"D1388","2200"
"D1389","51119"
"D1391","26503"
"D1391","4758"
"D1392","10020"
"D1393","3043"
"D1394","6331"
"D1396","26580"
"D1397","2719"
"D1398","64240"
"D1398","64241"
"D1399","4838"
"D1399","8701"
"D1400","224"
"D1401","1832"
"D1403","10"
"D1404","9639"
"D1406","9496"
"D1408","1280"
"D1409","546"
"D1410","1717"
"D1411","10743"
"D1412","54808"
"D1414","6469"
"D1415","2778"
"D1416","7078"
"D1417","64324"
"D1418","26278"
"D1418","57679"
"D1418","3798"
"D1418","3329"
"D1418","5354"
"D1418","51062"
"D1418","6683"
"D1418","123606"
"D1418","6687"
"D1419","93986"
"D1422","1618"
"D1423","6710"
"D1423","286"
"D1423","6521"
"D1423","2038"
"D1423","6708"
"D1425","4522"
"D1425","4548"
"D1425","4552"
"D1426","367"
"D1426","9217"
"D1426","6606"
"D1426","26580"
"D1426","2617"
"D1426","3074"
"D1426","3508"
"D1428","25814"
"D1428","6310"
"D1428","5521"
"D1428","5582"
"D1428","6908"
"D1428","6311"
"D1428","338435"
"D1428","2259"
"D1428","25894"
"D1428","773"
"D1428","6314"
"D1428","6315"
"D1428","55775"
"D1430","6468"
"D1430","8626"
"D1432","2317"
"D1433","10683"
"D1433","145873"
"D1435","4148"
"D1435","176"
"D1435","9469"
"D1435","6399"
"D1435","8838"
"D1436","1300"
"D1437","355"
"D1437","3621"
"D1437","8795"
"D1438","9241"
"D1439","24"
"D1439","6785"
"D1440","2741"
"D1441","6772"
"D1442","3156"
"D1444","3872"
"D1445","7750"
"D1446","3106"
"D1447","1280"
"D1447","1301"
"D1447","1302"
"D1449","3845"
"D1454","5144"
"D1454","241"
"D1455","3977"
"D1456","1641"
"D1456","5048"
"D1457","7915"
"D1458","6476"
"D1459","7259"
"D1460","6821"
"D1461","6649"
"D1462","4137"
"D1463","2006"
"D1464","21"
"D1464","6440"
"D1465","546"
"D1466","1080"
"D1467","9241"
"D1468","2697"
"D1469","9241"
"D1470","2192"
"D1470","3239"
"D1471","356"
"D1471","1773"
"D1471","26191"
"D1471","5133"
"D1472","4175"
"D1473","19"
"D1475","9241"
"D1476","4137"
"D1477","3073"
"D1478","581"
"D1478","472"
"D1480","1603"
"D1482","7473"
"D1483","182"
"D1483","23414"
"D1483","1482"
"D1486","3040"
"D1486","3043"
"D1486","3045"
"D1486","387281"
"D1486","3039"
"D1490","2261"
"D1491","10560"
"D1493","3717"
"D1493","7066"
"D1494","84930"
"D1494","4352"
"D1494","7454"
"D1494","2153"
"D1497","2153"
"D1497","3053"
"D1497","3273"
"D1497","5624"
"D1497","7056"
"D1497","2244"
"D1497","2266"
"D1497","875"
"D1497","11093"
"D1502","1806"
"D1503","7253"
"D1503","7157"
"D1503","9562"
"D1503","5728"
"D1503","3265"
"D1503","9950"
"D1503","8031"
"D1503","5108"
"D1503","5573"
"D1503","51592"
"D1503","8805"
"D1504","779"
"D1505","7201"
"D1506","6906"
"D1508","4286"
"D1509","775"
"D1510","1294"
"D1511","1559"
"D1514","6299"
"D1515","6888"
"D1516","6948"
"D1518","1294"
"D1519","55997"
"D1519","23389"
"D1520","6949"
"D1521","64342"
"D1522","1747"
"D1524","7227"
"D1525","2071"
"D1525","2068"
"D1525","404672"
"D1525","136647"
"D1526","3030"
"D1526","3032"
"D1528","4626"
"D1529","6690"
"D1530","23111"
"D1533","3459"
"D1533","3458"
"D1534","3458"
"D1534","7248"
"D1534","7249"
"D1536","324"
"D1536","4292"
"D1536","5395"
"D1538","2492"
"D1540","2184"
"D1540","6898"
"D1540","3242"
"D1542","1291"
"D1542","1293"
"D1542","1292"
"D1543","6926"
"D1544","121278"
"D1545","3848"
"D1550","353"
"D1550","6569"
"D1551","4647"
"D1551","10083"
"D1551","64072"
"D1551","65217"
"D1551","124590"
"D1551","7399"
"D1551","7401"
"D1551","84059"
"D1552","8091"
"D1553","4157"
"D1554","4041"
"D1555","5728"
"D1556","6899"
"D1557","7010"
"D1557","51156"
"D1558","2771"
"D1558","845"
"D1558","6262"
"D1559","3236"
"D1562","2214"
"D1562","4938"
"D1563","1588"
"D1565","79001"
"D1565","2677"
"D1566","7439"
"D1570","37"
"D1571","2706"
"D1571","4014"
"D1572","595"
"D1572","7428"
"D1573","1910"
"D1573","6663"
"D1574","7299"
"D1574","4286"
"D1574","5077"
"D1574","6591"
"D1575","1280"
"D1576","7490"
"D1578","2218"
"D1578","10585"
"D1578","22930"
"D1580","79001"
"D1580","1559"
"D1580","2158"
"D1581","4763"
"D1582","64324"
"D1583","6891"
"D1585","2200"
"D1585","81794"
"D1586","1302"
"D1588","7486"
"D1589","7086"
"D1590","2121"
"D1591","7852"
"D1592","3860"
"D1592","3851"
"D1594","2006"
"D1595","675"
"D1595","2719"
"D1595","11281"
"D1595","7490"
"D1596","540"
"D1598","7454"
"D1599","4487"
"D1600","9451"
"D1601","51422"
"D1603","7466"
"D1604","3988"
"D1607","7498"
"D1608","7507"
"D1608","2071"
"D1608","7508"
"D1608","2068"
"D1608","1643"
"D1608","2072"
"D1608","2073"
"D1608","5429"
"D1610","7503"
"D1611","695"
"D1613","2303"
"D1614","6663"
"D1615","5189"
"D1615","5192"
"D1615","5194"
"D1615","5195"
"D1615","55670"
"D1615","5824"
"D1615","5830"
"D1615","5825"
"D1615","5828"
"D1615","9409"
"D1615","8504"
"D1617","5818"
"D2053","4221"
"D2054","7157"
"D2055","2516"
"D2074","217"
"D2112","1281"
"D2174","7038"
"D2188","5727"
"D2265","4221"
"D2287","6261"
"D2287","4625"
"D2291","4854"
"D2315","8200"
"D2327","4153"
"D2344","9244"
"D2350","4023"
"D2354","1080"
"D2365","4846"
"D2385","6535"
"D2427","554"
"D2427","359"
"D2427","551"
"D2440","3978"
"D2584","9420"
"D2628","3479"
"D2669","174"
"D2785","2697"
"D2903","1893"
"D2937","4166"
"D2937","5961"
"D2937","24"
"D2937","6785"
"D2937","7439"
"D2969","5979"
"D2969","4914"
"D3016","7084"
"D3037","2271"
"D3079","9076"
"D3144","5076"
"D3171","2492"
"D3171","9210"
"D3178","3651"
"D3195","5277"
"D3212","3767"
"D3229","5573"
"D3232","2736"
"D3241","5589"
"D3241","11231"
"D3260","79648"
"D3308","6524"
"D3419","1053"
"D3478","8456"
"D3503","7173"
"D3503","7068"
"D3512","7173"
"D3554","3664"
"D3558","6331"
"D3572","7450"
"D4188","2512"
"D4188","80704"
"D4289","7436"
"D4291","889"
"D4291","83605"
"D4291","11235"
"D4350","729"
"D4350","3561"
"D4354","9150"
"D4666","3990"
"D5016","8803"
"D5016","1716"
"D5037","7157"
"D5144","5080"
"D5170","2492"
"D5232","5449"
"D5232","5626"
"D5232","8820"
"D5232","8022"
"D5233","412"
"D5291","659"
"D5308","5076"
"D6291","9342"
"D6350","85476"
"D7016","80324"
"D7170","2492"
"D7232","5578"
"D7308","6521"
"D7308","50617"
"D7308","760"
"D7308","8671"
"D7308","525"
"D8350","5660"
"D9037","3662"
"D9037","3981"
"D9038","4261"
"D9038","5788"
"D9039","285362"
"D9308","1636"
"D9308","185"
"D9308","183"
"D9308","5972"
